20210618034020899,0,0,0,0
20210618034020910,0,0,0,0
20210618034020922,0,0,0,0
20210618034020934,0,0,0,0
20210618034020940,0,0,0,0
20210618034020945,0,0,0,0
20210618034020950,0,0,0,0
20210618034020959,0,0,0,0
20210618034020969,0,0,0,0
20210618034020972,0,0,0,4
20210618034020979,0,0,0,4
20210618034020989,0,0,0,4
20210618034020999,0,0,0,4
20210618034021009,0,0,0,4
20210618034021012,0,0,0,4
20210618034021024,0,0,0,4
20210618034021030,0,0,0,4
20210618034021039,0,0,0,4
20210618034021048,0,0,0,4
20210618034021061,0,0,0,4
20210618034021069,0,0,0,4
20210618034021079,0,0,0,4
20210618034021089,0,0,0,4
20210618034021101,0,0,0,4
20210618034021109,0,0,0,4
20210618034021113,0,0,0,4
20210618034021125,0,0,0,4
20210618034021131,0,0,0,4
20210618034021139,0,0,0,4
20210618034021149,0,0,0,4
20210618034021159,0,0,0,4
20210618034021168,0,0,0,4
20210618034021172,0,0,0,4
20210618034021179,0,0,0,4
20210618034021190,0,0,0,4
20210618034021199,0,0,0,4
20210618034021209,0,0,0,4
20210618034021212,0,0,0,4
20210618034021224,0,0,0,4
20210618034021230,0,0,0,4
20210618034021239,0,0,0,4
20210618034021249,0,0,0,4
20210618034021259,0,0,0,4
20210618034021269,0,0,0,4
20210618034021278,0,0,0,4
20210618034021289,0,0,0,4
20210618034021299,0,0,0,4
20210618034021309,0,0,0,4
20210618034021313,0,0,0,4
20210618034021325,0,0,0,4
20210618034021331,0,0,0,4
20210618034021339,0,0,0,4
20210618034021349,0,0,0,4
20210618034021361,0,0,0,4
20210618034021369,0,0,0,4
20210618034021372,0,0,0,4
20210618034021379,0,0,0,4
20210618034021389,0,0,0,4
20210618034021399,0,0,0,4
20210618034021410,0,0,0,4
20210618034021412,0,0,0,4
20210618034021425,0,0,0,4
20210618034021430,0,0,0,4
20210618034021439,0,0,0,4
20210618034021450,0,0,0,4
20210618034021459,0,0,0,4
20210618034021469,0,0,0,4
20210618034021479,0,0,0,4
20210618034021489,0,0,0,4
20210618034021498,0,0,0,4
20210618034021509,0,0,0,4
20210618034021513,0,0,0,4
20210618034021525,0,0,0,4
20210618034021531,0,0,0,4
20210618034021540,0,0,0,4
20210618034021549,0,0,0,4
20210618034021559,0,0,0,4
20210618034021569,0,0,0,4
20210618034021572,0,0,0,4
20210618034021579,0,0,0,4
20210618034021589,0,0,0,4
20210618034021599,0,0,0,4
20210618034021609,0,0,0,4
20210618034021612,0,0,0,4
20210618034021626,0,0,0,4
20210618034021631,0,0,0,4
20210618034021639,0,0,0,4
20210618034021649,0,0,0,4
20210618034021659,0,0,0,4
20210618034021669,0,0,0,4
20210618034021679,0,0,0,4
20210618034021689,0,0,0,4
20210618034021699,0,0,0,4
20210618034021709,0,0,0,4
20210618034021713,0,0,0,4
20210618034021726,0,0,0,4
20210618034021732,0,0,0,4
20210618034021741,0,0,0,4
20210618034021748,0,0,0,4
20210618034021760,0,0,0,4
20210618034021769,0,0,0,4
20210618034021772,0,0,0,4
20210618034021779,0,0,0,4
20210618034021789,0,0,0,4
20210618034021799,0,0,0,4
20210618034021809,0,0,0,4
20210618034021812,0,0,0,4
20210618034021824,0,0,0,4
20210618034021830,0,0,0,4
20210618034021839,0,0,0,4
20210618034021849,0,0,0,4
20210618034021859,0,0,0,4
20210618034021868,0,0,0,4
20210618034021878,0,0,0,4
20210618034021889,0,0,0,4
20210618034021898,0,0,0,4
20210618034021909,0,0,0,4
20210618034021913,0,0,0,4
20210618034021925,0,0,0,4
20210618034021932,0,0,0,4
20210618034021939,0,0,0,4
20210618034021949,0,0,0,4
20210618034021959,0,0,0,4
20210618034021971,0,0,0,4
20210618034021973,0,0,0,4
20210618034021979,0,0,0,4
20210618034021988,0,0,0,4
